node_id	cluster_id
70218	104
752	104
37596	16044
128676	16973
15029	5212
750	104
86251	104
30079	14142
111438	22316
28849	104
661	104
33172	104
86247	104
14914	104
103198	16044
28546	104
86250	11157
10870	104
16718	14142
128678	104
659	17265
20958	207
95505	207
15807	18991
48445	207
155388	18991
26219	25220
28534	207
50936	207
84083	207
155372	21238
81236	207
28349	207
17309	8848
55877	207
155393	28816
152930	11158
67887	24
67885	8
67890	9815
148116	11156
148123	13755
67893	17086
16263	7223
474	54
79161	22416
102923	16431
15027	14342
103314	20256
108698	23738
59839	22581
19573	14144
71109	6559
39532	6913
12989	25116
16559	12331
170590	14145
57650	9455
14197	16045
175595	14145
20474	20096
57648	23739
30256	10700
56926	281
46267	16187
46273	281
28058	25533
15430	2606
15954	25803
95506	25803
69048	7470
176633	21391
10909	9720
6104	19
6109	19
14969	19
30684	8274
3582	19
6092	12356
10903	19
109402	19
10891	19
14644	19
15353	19
55549	14614
14339	19
24648	19
23618	22985
47087	19
14638	19
5747	19
2576	19
98318	19
10881	19
17065	19
6110	19
20182	19
22299	19
10867	19
3595	19
10882	19
10911	19
6102	19
3586	19
16099	19
4958	18992
22286	7324
26646	9503
21726	9130
28285	19
78516	9720
64994	14614
95233	18993
120064	12198
1447	20749
28854	7777
15270	19
134685	9492
3575	19
10924	19
3579	19
118924	16242
48961	10908
27516	18085
22300	11154
54245	8631
45697	13333
10879	19
30080	23877
15403	19
87198	20101
6097	19
16110	25117
6589	16345
22371	27
22333	14277
18111	27
6107	27
15668	27
37335	21242
22326	14324
28040	8614
22275	19661
22336	27
10675	27
45633	27
16075	11272
3573	27
22278	27
16085	27
69328	8180
12686	15053
15762	23740
158766	25862
16262	27
84585	21988
22368	12779
3594	27
16815	14273
14708	23741
22373	27
22337	11162
22274	27
8991	27
7455	27
37328	27
20176	13571
46482	14140
22332	27
13400	27
143904	20236
22305	26534
14522	27
16440	10591
27574	27
7832	27
84583	23002
22282	6820
22294	27
3580	27
22378	11162
6112	27
16337	27
15719	27
3577	3916
12336	27
22322	6766
16706	27
38660	27
22295	9777
12690	27
22346	9725
15535	27
3589	14140
68826	23319
23425	27
37332	17287
45629	42549
22347	12743
133768	11342
22312	7747
51136	11159
38628	23319
37845	11225
37649	11948
116532	287
61747	287
37655	287
37650	287
33255	287
54855	3362
55213	11163
28722	17791
13924	460
76075	460
16776	460
28553	460
35613	460
34263	14147
24422	1152
27679	460
22310	1152
150044	26535
28063	460
142115	460
153277	460
149465	6827
1570	460
16977	26536
1566	460
34258	16337
35615	460
2969	1152
29593	12745
26574	77
57756	77
13387	2695
3163	77
30723	77
27934	77
49986	20670
30591	21243
11947	77
15763	23743
4417	77
88769	6366
16019	77
16531	15660
25694	77
16278	77
60476	77
2454	21784
30670	2695
126946	11563
16496	77
26945	183
67995	183
41548	183
4673	183
29525	20671
46843	11186
13363	16892
4668	183
70003	14148
67994	9131
98178	15991
67998	17100
14544	183
110447	951
16160	951
110441	43370
36929	951
15934	17734
16108	11789
184792	12215
29175	18994
26531	591
136823	12998
16633	157
29036	9656
17060	11164
16783	4200
29606	26404
29840	4200
68412	1600
26693	1600
43666	16934
136820	11194
30929	19855
67152	4200
47005	14696
15101	292
15922	292
20953	292
15262	292
13678	292
35288	292
30678	292
47008	292
76071	21574
45340	292
14668	292
45342	17463
11214	292
45341	292
47010	292
35371	292
15494	292
13815	292
42336	13755
15603	1891
16371	20103
124875	47
84102	3172
95184	555
53265	8412
57510	555
26557	555
6719	555
165954	555
17056	555
25329	8412
95183	11370
30145	17690
41138	555
95185	20266
51127	555
19721	555
29910	555
19717	14695
73821	22880
25829	3433
30394	50
81117	11165
5061	50
34170	50
54015	50
5080	8483
5073	50
5064	50
5055	50
38611	50
31444	1577
16607	1577
127756	46567
107075	9625
37918	23176
130924	12957
11284	8853
19859	25043
65682	881
17311	881
43318	6080
43320	881
54524	881
147768	8679
109192	12747
46623	4314
27140	1125
13573	1125
22853	1125
135852	14151
63040	4754
14631	21492
67493	39
10885	39
10888	39
10899	39
47336	39
10919	39
10873	39
10864	39
10932	39
47337	39
28873	39
10915	39
16639	39
10934	39
67492	39
17425	39
58416	23416
10884	23744
2006	293
5362	293
11307	6761
15830	293
69545	16630
28611	11166
70396	293
88250	14637
2007	293
2004	293
176907	19662
47759	461
47747	461
28106	461
47758	461
35933	461
11225	461
30242	461
86474	11272
158188	12748
12133	7751
1743	427
12143	15669
3576	16120
77507	23745
12117	427
29473	14814
12125	9993
12119	20660
30899	17466
12111	3722
12126	17466
135515	12682
34599	19651
12113	14922
24372	646
65309	9645
31037	646
90052	9621
27497	22829
13541	18152
26128	19855
54218	18997
26125	18997
86104	7215
100097	4767
144523	22574
139403	8583
17560	22881
117025	17398
27232	1043
82955	1043
41380	545
31748	23021
69046	1043
39582	1043
54884	6898
16850	4015
116540	25858
116549	16042
118462	15497
28024	26601
14056	1043
14783	983
80545	8364
137157	19773
198498	14168
80546	983
102963	22641
64995	983
17117	14168
7280	134
27908	134
16305	134
30393	134
15710	134
7274	134
7262	20584
7279	134
93836	457
122718	457
76919	457
72907	457
28382	457
32474	457
9021	457
110334	14155
14218	457
43964	457
77813	17338
181577	545
116795	545
38114	545
116794	7506
38101	545
28175	545
162349	545
134162	6310
105690	60
20609	552
24177	20020
9522	48
73042	48
50207	18153
2528	48
15903	48
15175	48
19345	22809
5958	48
13793	48
136537	19068
34009	12082
28039	48
30280	48
13550	48
43838	3097
59436	2221
58571	4511
4040	5240
54333	16781
71405	23289
36966	11167
4030	1
10166	6384
8026	7472
34882	23746
18461	18284
9735	6126
31683	18998
27888	10602
40697	6921
130088	11168
117532	12284
6062	4673
19977	8454
31329	8716
44243	12357
141774	12393
61188	225
54216	5204
98067	225
50912	225
61187	225
23316	12357
141551	225
42541	225
37488	6991
74388	28818
10001	2749
55746	28818
171655	6795
14314	17065
14860	8
26550	8
14569	8
17450	8
14672	8
16419	8
5875	8
106163	8
16597	8
49419	8
17525	8
16642	16454
13639	8
9789	16044
69112	8
133967	6245
9813	8
15940	8
81551	8
29605	8
63518	8
64800	8
64803	8
60091	8
26504	8
16023	8
7004	190
26668	190
7974	190
38622	190
25107	190
25109	190
25104	190
25105	190
25099	190
38626	190
17415	190
56654	12084
25108	190
25100	190
30715	190
13993	10329
99554	813
16873	813
57954	19423
92471	20522
27569	12097
167248	25890
124011	3440
130107	10776
51130	439
113623	439
48857	439
51122	439
21582	439
51129	439
6661	439
51131	439
6663	439
51124	439
15708	439
51134	24039
14572	439
143798	17682
51116	439
51114	439
83457	30945
51126	13563
75711	26540
106660	9301
4199	18
596	18
28840	18
93257	14576
8034	18
5469	12749
38684	10378
60046	18
19365	18
31921	18
9671	18
9843	18
137088	12750
24154	1250
43811	14291
34261	4265
55819	4190
19016	15672
32001	1287
29797	1287
56621	1287
39152	1287
26793	1287
122341	16046
190129	1287
56617	12842
39149	47022
33828	15482
7048	20674
14593	20675
107448	20674
4141	20674
16002	28092
74061	12751
16745	221
65441	221
15750	9627
30688	16382
72626	221
90590	221
17300	24231
14005	7936
138870	221
15961	221
14420	6376
9853	221
14567	221
13348	10047
3275	574
34321	574
42649	574
80641	21044
49351	14605
16636	58
57360	17293
29249	17285
45823	11932
46439	58
30976	12074
17993	58
14679	58
46449	16596
751	58
111636	15326
17346	58
74931	6711
13817	58
22280	58
30653	17576
28140	19287
48920	58
131199	12754
14527	58
11966	58
33453	58
46448	13349
28822	17488
15267	58
58742	58
17411	16802
80207	23022
11224	58
6284	58
6871	23022
15785	15206
2025	9022
111007	13872
62376	58
42491	58
46438	58
46458	58
30023	58
137	58
39485	58
58739	20518
58740	22275
9946	11171
13841	58
35582	23747
84940	10048
29922	12343
49346	12343
28222	9954
39993	58
28836	22968
46451	58
105508	18882
53274	18985
13503	58
53751	14934
52717	4905
954	15411
47151	17308
6394	58
2028	58
51	13174
92442	18045
57941	12756
46852	58
16162	11882
14620	58
121206	15435
137959	223
29674	223
48863	223
108177	26993
65707	26525
45066	17425
96382	23748
27853	223
60999	16460
82872	20245
60996	223
95574	19001
93181	223
29029	223
164674	4270
29882	223
27873	223
6461	223
35317	223
27780	223
34316	9183
17451	8857
10623	3
74248	3
7007	3
21062	3
13948	3
9253	8665
10610	3
37502	17240
86725	26442
14974	3
9208	3
3488	3
9240	3
10669	3
6759	3
10658	14691
3486	16968
21049	3
25757	20676
8716	14783
29781	12334
110582	11172
4612	3
29	3
2983	3
36731	3
9242	9589
36491	26317
30120	11173
34354	12483
9222	11540
14111	3
41340	10817
41315	3
41386	16047
28202	3
103885	9712
30440	3
41367	3
20336	3
26743	3
9238	3
28137	3
7005	3
41371	3
4513	3
51755	12761
9249	3
30755	8030
41354	16848
29408	19002
9498	7754
36003	22213
7008	3
29409	14522
90476	24934
9540	14530
31090	3
13522	10606
34526	18156
29860	16893
61275	453
30739	23749
27931	453
70131	14340
41925	1211
27423	17848
113690	1211
31520	45
28398	21682
19172	46
98677	23601
28414	46
37527	46
17137	46
43732	46
29636	46
11093	9967
70400	11817
19171	46
76442	12895
29524	46
26514	11175
7264	4935
19159	46
13933	46
20164	8121
31538	1660
5879	1660
31528	12187
31525	5957
21312	3471
38126	4659
39070	20677
15938	138
7031	138
30226	138
109437	138
7029	138
28969	138
7042	138
27653	12996
7032	138
28550	138
22325	21270
30276	138
14458	138
13850	138
16753	16461
2285	44
473	44
19660	44
8268	44
45822	21268
2278	44
6350	44
87716	44
13604	44
69949	44
3541	17435
2314	44
22775	12360
43684	44
2297	44
2281	7755
56453	6416
37625	44
15183	20085
103199	1024
135754	1024
27893	1024
43472	1024
15000	1024
68432	417
168519	417
67899	25120
82962	417
83848	417
83842	417
140749	9200
29497	417
47020	1527
28676	1527
40238	417
80970	417
168520	7833
166038	13503
83844	417
15104	417
21040	1527
129910	1527
94477	8769
187062	417
94476	1527
771	24
146018	26557
195433	26535
142262	9551
121624	25955
164671	7756
780	18157
782	21554
8989	7474
61616	5608
162891	11177
29531	4208
134724	8991
16488	5608
29363	8991
16022	5608
27597	8991
162893	4208
30550	14159
958	1510
8394	1199
91830	2487
6977	12361
49692	16374
26963	20564
37190	11
29394	11
54462	11
16219	15426
40341	11
154072	19962
7880	11
50409	8339
76529	12804
46059	5876
60019	13111
28173	36
4405	1205
128862	515
29616	515
7477	515
80172	23831
131001	32328
71132	515
134680	515
30049	515
28182	515
180295	9993
7843	17271
8756	25121
59838	515
9305	773
1592	9018
29826	700
73832	14160
125301	17080
35249	155
35269	155
35258	155
35248	155
10468	155
104920	155
140964	14577
63902	155
35251	155
118251	2307
55339	12362
69817	16984
8055	6
8057	6
3308	6
59487	12259
18148	24974
8052	6
71281	6
7980	6
24753	10784
8037	6
7977	22463
26873	6
8643	6
32398	6
8735	6
8041	6
185140	16049
189765	3356
7197	17355
80371	14218
80366	6460
69267	3176
80367	8614
129453	153
80830	153
43657	153
52661	153
43658	12363
77692	153
24757	153
24584	153
153771	20678
52659	153
22301	153
14742	6351
6356	153
157102	20678
84760	11793
78840	5609
91409	9625
2398	2481
2393	2481
91414	11179
39989	15762
140751	5609
28724	11179
28917	2481
2402	16050
2394	5609
2401	9511
91410	2481
18037	19004
2392	2481
2404	17954
2399	22105
26899	4449
75804	6314
70750	4449
4201	203
38115	26545
70691	11963
131638	19405
169624	19005
43378	5610
42523	2312
10839	40
19362	18874
54000	11180
73995	1484
54197	16634
47524	10331
16004	19641
1244	1999
14322	2312
16924	10599
129256	5583
51531	1303
30821	69
32927	69
7249	69
13589	69
32932	16396
27928	69
93807	69
32909	69
32930	69
26573	1390
28166	8446
4541	1390
53271	15770
47025	1390
7222	12739
47027	6243
157831	5516
120529	14648
125188	5516
153551	26500
1085	4769
50807	5092
26982	9023
77803	23380
28807	20238
77794	2483
2435	12
53246	275
71049	4408
132873	1857
13468	4408
35735	18186
2427	14496
19551	201
19287	201
19604	201
30111	201
53325	201
19626	201
19564	201
53338	201
47094	201
30698	9541
6844	201
26120	201
29885	201
3019	8479
81110	19007
37183	245
54276	73
181025	31634
31917	73
31914	73
38710	14418
15313	9024
80127	9024
61877	149
66418	149
24194	149
24740	149
42394	149
12988	149
104570	149
15151	149
61361	149
62787	149
116618	548
172827	12338
69333	7821
28671	548
151585	11322
29293	548
124456	548
28126	548
94426	548
185091	28822
69330	12338
69331	548
172719	548
128398	12869
32144	19008
13528	12859
18935	15
2626	15
2495	15
67662	23364
26494	20093
10032	15
40210	7757
2548	15
58274	15
2508	15
17254	6992
73096	25934
17124	15
15669	15
5526	15
29105	11182
16936	11233
2562	15
14773	15
10034	15
18924	19009
72312	15
19774	13039
45412	9172
16203	11984
79767	15
4001	19729
5539	1
9341	15
5730	15
56102	15
22728	15
11614	20438
2498	15
8728	15
18361	15
22030	11828
6803	15
31787	7758
41662	26546
34689	5112
2563	15
37397	19101
28270	15
20694	20345
37612	418
35566	7759
15477	13663
26	1
28708	7760
14362	967
3574	1960
14171	9965
29469	14377
2017	17226
14922	8784
17308	11183
13794	11010
514	8775
16791	6613
16780	8139
7125	12884
12513	7938
16958	19011
13822	15492
16558	12766
12555	20680
503	4
75325	8161
12768	9134
46060	5984
4835	5967
56290	967
16876	8744
4416	7476
17268	967
11660	967
14927	14834
15369	14835
16466	10333
52714	5968
14660	967
16746	11876
15286	967
14367	8832
14639	9599
17527	14163
17069	7323
16423	20681
11331	23204
22384	25123
42857	17956
16808	16895
91856	21591
129209	19012
97568	16374
14354	5969
13635	6796
11482	10
7493	19013
31898	17754
28626	25008
27817	8692
17357	8
70404	8647
31881	19013
7120	45
2581	10334
29367	8297
26069	6546
174057	7762
38915	23753
2672	53
38902	20427
11918	23753
168073	1354
28809	53
42548	25592
42469	9654
8722	1
30969	53
40652	17300
33327	17501
42510	15157
32983	14416
32998	53
73314	27527
42361	14594
36661	53
33301	53
124448	12908
33761	53
32988	53
33758	17577
40651	53
62221	19808
36027	1603
11199	20239
6609	180
27628	1355
16487	20682
141795	1355
28223	17425
61034	8412
81599	1721
104293	20499
11957	4281
106164	15428
143830	7224
80973	11835
27812	776
92470	14458
28591	362
55954	776
17481	12767
16544	776
128453	20683
191304	19490
96629	382
62263	382
20045	15695
92145	10911
72047	20101
29886	24500
28781	7324
100248	16896
113496	4233
9130	11820
69039	4233
11180	10911
17247	4233
27685	8160
30199	19067
54179	763
34154	16051
17361	763
15237	25379
134693	14405
115956	17895
49342	5212
176950	7529
144008	23876
8938	18138
115074	12302
35631	5393
109503	2584
42522	3452
30864	3452
17106	3452
64597	3452
16930	6797
50780	360
114777	360
61771	360
42143	9373
17506	360
13830	23023
51064	360
22264	360
1916	16052
125371	2363
54586	8018
27576	15669
25324	19975
164453	2363
53706	11950
118869	13589
134682	24169
3542	24
68217	3913
128637	8787
128639	20099
128636	6733
64998	12769
197808	868
19606	868
145923	16897
116455	21498
65400	2414
21031	449
26052	5283
49961	449
41919	11415
12340	1
91290	16450
91372	22590
183774	31097
132864	31717
9505	885
9508	885
9518	885
9510	885
41981	13159
9507	885
9521	885
12776	353
69076	353
68779	353
53009	353
27200	19014
30649	353
81383	7813
69072	353
14764	353
69079	353
65061	353
620	13
626	13
4560	13
18214	770
18208	770
24430	770
18215	770
18212	770
18216	770
49484	770
84969	770
49901	21
49902	21
23084	21
48937	21
82003	21
119744	9316
82051	28823
1136	21
1032	21
1037	21
66246	21
66791	16714
66788	2662
64324	22528
40268	17596
12270	791
21922	791
63380	791
9945	4466
15077	4266
86128	4266
89639	4399
15389	22780
156571	26597
69080	17430
16821	12722
100295	4266
156570	7477
79163	4399
35399	101
94298	101
28499	31003
27231	101
26760	101
104761	43231
39468	7478
12466	534
83444	4228
24916	1317
409	21
528	2750
152401	18160
156	36
414	1
413	1
13998	2270
65478	2270
30523	2270
3554	193
122526	16228
25147	16898
84255	193
3555	193
29163	193
135765	14164
29754	23757
63761	1581
15747	7202
11564	15812
11570	7202
11568	955
6946	955
11558	955
172738	16982
112252	955
121366	23130
11559	3349
11563	3349
21107	257
53707	23468
53269	20232
15264	257
29865	257
14444	257
14985	257
73145	8833
41194	257
53247	257
9944	257
53262	14231
1899	257
14205	11186
27826	14968
41195	18162
122041	257
24998	257
122301	24978
27825	257
53253	983
78332	6367
24287	257
23677	257
21108	257
30385	257
40046	12771
29364	257
16292	25817
26627	12364
13259	257
21105	12083
72449	257
77814	12773
18256	257
33580	257
38920	23759
29688	554
70358	23759
70369	23002
14944	554
148895	554
11958	554
61366	12862
65141	1128
65140	10758
15612	124
17524	30955
26496	124
70382	124
106437	124
144799	8697
17539	124
137745	21241
10868	124
150242	14900
106500	10291
29845	64
46381	2568
55319	24896
27267	2568
10033	9603
136040	3635
26583	16462
66468	3635
151992	3183
14358	4137
93710	4541
149609	3183
15518	73
99163	19820
71907	26318
46004	17234
18587	4541
72898	5954
46003	1764
17773	3183
73121	20231
30315	16463
150315	5528
93706	7763
77310	1764
34691	12774
72255	15675
156479	23760
66272	12775
91326	22810
87333	2079
9002	4760
194140	3811
68382	12365
109634	12776
137829	23274
24394	26067
9013	3811
138081	1641
142014	1890
88287	9784
11728	1890
11737	11188
122174	11188
11705	1890
131403	14882
14592	8619
10550	12777
28346	279
9422	279
27085	279
11110	279
91888	192
84705	192
6326	192
39591	192
43686	22982
2026	192
6360	192
104646	26547
6330	192
5642	59
30207	59
34970	59
34827	59
15835	59
79195	9664
1744	59
64002	20684
34822	22737
6340	1360
3629	1315
114191	1360
30813	22214
16468	1360
27967	1315
42558	90
2316	90
2299	90
133474	90
150994	21528
104994	1052
54444	1052
124495	25105
70752	26548
3992	7325
99870	15105
10603	2617
12053	68
15636	68
10595	68
10585	68
12040	68
10601	8282
10584	17261
79896	11654
27339	11309
29199	21481
37870	68
10597	68
12028	23179
12030	68
12056	12778
14940	68
12067	68
3284	68
3295	68
12006	25023
12079	11203
12031	7229
16500	27106
32046	35947
11666	38
28949	7506
32043	16859
173431	17722
79862	766
97406	9580
87464	17725
46850	7183
27833	9494
87465	9419
139360	3371
10582	2001
101742	16053
76981	14172
23824	23761
69876	709
43111	17157
66293	1758
49266	21251
8481	1758
154064	1491
154063	9954
26935	1491
27805	9776
16062	379
58917	20685
86712	22930
157368	21252
27087	4761
14425	18164
110510	17855
20670	755
109976	755
173050	755
32293	755
43608	755
66311	22098
6359	21233
44328	197
29796	9628
9533	4685
44322	197
30666	197
19766	197
7066	197
6335	197
44333	197
35580	197
119918	345
111907	577
58963	23762
55483	577
88235	19003
17143	478
15561	478
102610	478
12681	478
3592	478
29715	222
2643	2826
26011	331
55537	331
62555	331
40872	12347
59310	1613
56556	5149
46937	5149
63986	10293
1104	52
34318	25126
23986	18996
3846	52
84235	7765
12279	52
3811	267
30807	267
47839	267
32545	267
23419	267
700	267
50277	26533
53833	23763
53443	160
150129	16566
30000	11568
22915	160
13434	11012
27580	160
16150	160
132705	21577
50488	11390
1572	160
14514	7268
23828	160
46498	19017
28897	160
19586	11341
82105	8344
100941	12306
132521	11191
44433	2345
21087	21365
126376	11192
116	5970
161	6757
133	10050
27103	1014
42459	9731
17282	7884
32494	7479
15641	8018
14710	9900
15252	13766
85422	7777
75256	2663
32513	12780
92418	13077
52608	4178
16755	9504
40213	4228
28262	4178
124856	4178
13178	2399
78496	15352
3593	3656
7069	581
7095	171
96811	8228
14120	581
20921	6705
7072	581
25141	15598
29987	3688
76116	2751
101524	11679
16862	15320
17498	7081
74741	15341
29432	3605
13376	7081
14896	5578
13667	2432
15917	18381
166072	16553
15460	36
172295	20237
122781	837
13198	837
29746	837
39533	837
156899	4518
156900	5085
25392	2827
16910	22215
19047	25902
101903	14580
77161	3719
125	3719
84671	18217
130141	591
63901	591
16017	14712
14794	9364
55679	10924
20510	11193
21322	3723
30606	98
13827	98
27750	98
157	14603
67240	4389
77365	14256
134635	4389
76069	17870
44058	11110
35737	170
127115	24159
39893	170
39898	170
60393	170
15399	170
70074	20208
35739	15366
139551	13634
34028	8384
101735	6911
127985	87
80589	11397
58693	87
143600	31181
57498	12878
26968	3144
16353	3144
12703	17097
71859	7326
2005	19019
26168	1579
4034	10337
38607	25056
49839	23872
106393	4315
106389	8624
28507	5395
106378	6786
49347	5395
121041	4315
17494	17338
106377	18279
31777	2828
16491	18104
40506	5365
22719	10
2778	10
22734	23185
35998	10
91365	22216
68638	10
11227	10
56561	22288
2551	9705
21178	22298
61389	3111
5480	9505
28774	13169
30119	9612
76995	27376
31606	11013
134651	11013
6715	11013
49360	216
109210	216
79576	14975
79579	216
109208	216
72784	216
134694	16840
15007	13538
27163	1062
13911	18977
27803	20115
73030	10094
30855	7017
132898	28127
73038	18977
63477	10600
137507	1336
8944	1336
94621	6914
32877	1336
29485	1336
119614	14862
193187	1336
136876	1336
29549	6914
17531	3948
188349	12366
107	16055
152	18165
68900	8587
83288	14329
21857	886
26352	21000
44364	420
82359	886
53728	420
46665	651
21869	886
21870	23225
63064	20687
14437	886
109621	452
37480	452
28233	452
1222	6
20198	22
70593	22611
70716	5516
70604	15165
162738	5697
193088	10037
19752	158
42724	158
5450	158
88374	158
57412	158
69948	3439
26988	158
108370	19021
16545	1464
190906	1464
38148	12762
123641	23366
38149	6798
95880	2562
9188	437
9198	19006
9196	437
9190	437
27156	437
9201	437
9191	437
60336	12989
9199	437
9193	437
9192	437
112724	14249
178416	23836
29867	18877
136311	17066
45062	8349
5968	309
57415	309
53054	309
144962	25601
6206	5878
75707	5948
6222	5878
6219	12052
